Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
P√ÜRISH,Undone,31.00,0.47,0.88,3.00,-6.25,1.00,0.05,0.01,0.52,0.20,0.22,121.04,218288.00,4.00,10.00
Paul McCartney,Junk - Remastered 2011,51.00,0.71,0.09,9.00,-17.70,1.00,0.03,0.81,0.01,0.19,0.32,90.67,115293.00,3.00,10.00
Moshiko Mor,◊ò◊ô◊§◊ï◊° ◊©◊ú ◊ó◊ï◊®◊£,36.00,0.74,0.49,11.00,-7.89,0.00,0.05,0.46,0.01,0.10,0.57,135.99,189044.00,4.00,9.00
Mohammed Rafi,Pardah Hai Pardah - From 'Amar Akbar Anthony' / Soundtrack Version,32.00,0.38,0.74,2.00,-8.55,1.00,0.17,0.68,0.01,0.34,0.58,87.62,7.99,4.00,3.00
spookyghostboy,yr face,42.00,0.46,0.58,9.00,-8.32,1.00,0.03,0.48,0.97,0.12,0.07,143.93,275172.00,4.00,6.00
Pearl Jam,Just Breathe,69.00,0.47,0.35,0.00,-11.10,1.00,0.03,0.72,0.01,0.08,0.28,107.82,215853.00,4.00,10.00
Scott McKeon,Take Me Back,34.00,0.69,0.46,5.00,-9.12,0.00,0.03,0.45,0.06,0.10,0.40,91.99,336920.00,4.00,2.00
Lou Phelps,Supersexe Freestyle,42.00,0.84,0.73,4.00,-5.07,0.00,0.18,0.12,0.01,0.11,0.90,145.00,227760.00,4.00,1.00
Dio,Holy Diver,66.00,0.47,0.78,10.00,-10.67,0.00,0.09,0.01,0.48,0.27,0.12,91.98,340640.00,4.00,8.00
Valravn,Sj√≥n,39.00,0.32,0.52,8.00,-9.31,1.00,0.03,0.48,0.89,0.07,0.04,126.69,274867.00,4.00,8.00
Mo Lowda & the Humble,Pearls,42.00,0.57,0.74,0.00,-6.95,0.00,0.05,0.05,0.01,0.13,0.77,81.50,208402.00,4.00,10.00
John Mellencamp,Pink Houses - Bonus Track,36.00,0.69,0.11,7.00,-10.94,1.00,0.04,0.68,0.01,0.20,0.43,109.85,224867.00,4.00,10.00
Wavy Trees,I Wanna Go Out,22.00,0.49,0.98,7.00,-3.86,1.00,0.12,0.01,0.01,0.32,0.46,158.01,156097.00,4.00,10.00
C. Diab,Love,62.00,0.71,0.57,4.00,-9.57,0.00,0.35,0.90,0.01,0.08,0.61,80.00,150073.00,4.00,6.00
The Jackson 5,"I'll Be There - Live at the Forum, 1972",22.00,0.51,0.64,5.00,-5.74,1.00,0.03,0.14,0.01,0.20,0.60,83.01,4.06,4.00,9.00
Lost Stars,Here's To Being Single,52.00,0.59,0.79,1.00,-6.20,1.00,0.31,0.01,0.01,0.05,0.82,111.28,175405.00,4.00,9.00
archipi√©lagos,minet,32.00,0.38,0.84,2.00,-6.93,1.00,0.06,0.01,0.20,0.21,0.22,115.86,225335.00,4.00,10.00
namesbliss,Levels,31.00,0.82,0.66,1.00,-7.20,1.00,0.15,0.03,0.01,0.24,0.65,141.96,145352.00,4.00,5.00
Creedence Clearwater Revival,Fortunate Son,81.00,0.64,0.66,0.00,-7.52,1.00,0.04,0.20,0.01,0.15,0.66,132.77,2.35,4.00,10.00
Joy Division,Disorder - 2007 Remaster,69.00,0.32,0.80,10.00,-7.08,0.00,0.12,0.01,0.69,0.18,0.74,84.70,209040.00,4.00,1.00
Lowertown,Tourist Trap,32.00,0.52,0.70,0.00,-8.01,1.00,0.03,0.01,0.01,0.58,0.23,84.01,181397.00,4.00,6.00
ENOX,Stacker,38.00,0.52,0.97,6.00,-3.21,1.00,0.05,0.01,0.01,0.25,0.86,145.89,204010.00,4.00,8.00
The Devil Wears Prada,Still Fly,53.00,0.37,0.92,2.00,-4.46,0.00,0.14,0.01,0.01,0.39,0.20,177.99,295227.00,4.00,8.00
Rob Barron,A Time For Love,48.00,0.48,0.10,7.00,-21.27,0.00,0.04,0.93,0.94,0.10,0.12,115.00,6.48,4.00,7.00
Neurosis,Locust Star,41.00,0.29,0.72,9.00,-9.44,0.00,0.06,0.01,0.82,0.71,0.24,110.27,348640.00,4.00,8.00
Every Time I Die,Wanderlust,43.00,0.26,0.95,10.00,-4.18,1.00,0.13,0.01,0.01,0.41,0.21,107.98,250307.00,3.00,8.00
Muse,"Hungry Like the Wolf - Recorded Live at AIR Studios, London",54.00,0.51,0.96,0.00,-3.66,1.00,0.04,0.01,0.01,0.74,0.73,129.04,189249.00,4.00,10.00
Laurence Guy,Mutual Excitement is a Wonderful Thing,43.00,0.68,0.47,11.00,-15.56,1.00,0.05,0.03,0.83,0.11,0.21,128.02,293709.00,4.00,6.00
The xx,Angels,65.00,0.42,0.16,9.00,-18.14,1.00,0.04,0.95,0.06,0.10,0.34,91.54,171653.00,4.00,6.00
Hussy,I Tried,32.00,0.60,0.52,2.00,-6.24,1.00,0.02,0.02,0.01,0.11,0.42,106.99,210365.00,4.00,6.00
A1 x J1,Latest Trends (feat. Aitch) - Remix,74.00,0.65,0.49,10.00,-11.72,0.00,0.25,0.08,0.01,0.37,0.81,142.04,158000.00,4.00,5.00
Audio Two,Top Billin - Acapella,41.00,0.91,0.35,10.00,-13.57,0.00,0.35,0.01,0.01,0.40,0.73,91.50,175707.00,4.00,5.00
"Martin Landström, Gustav Lundgren",Think Forward,47.00,0.52,0.22,7.00,-13.53,1.00,0.04,0.93,0.36,0.12,0.16,115.46,4.51,4.00,7.00
Digga D,Bringing It Back,69.00,0.85,0.76,2.00,-6.87,1.00,0.31,0.25,0.01,0.36,0.82,143.03,190938.00,4.00,5.00
Freddie King,Going Down - Remastered,40.00,0.56,0.67,9.00,-7.46,0.00,0.03,0.05,0.01,0.11,0.69,167.65,202600.00,4.00,2.00
The Beta Band,Dry the Rain,58.00,0.59,0.63,4.00,-11.29,1.00,0.03,0.09,0.17,0.22,0.75,150.48,366827.00,4.00,10.00
System Of A Down,Snowblind,37.00,0.39,0.85,8.00,-7.45,1.00,0.07,0.01,0.45,0.35,0.55,148.19,280293.00,4.00,8.00
Besphrenz,better off alone,45.00,0.62,0.80,8.00,-10.12,1.00,0.06,0.07,0.03,0.11,0.74,157.93,198228.00,4.00,6.00
Within Temptation,Entertain You,55.00,0.56,0.88,1.00,-4.34,0.00,0.04,0.01,0.01,0.22,0.60,137.11,211045.00,4.00,8.00
Pale Saints,Sight of You,46.00,0.46,0.47,7.00,-13.56,1.00,0.04,0.11,0.26,0.09,0.12,123.94,337600.00,4.00,10.00
L.A. Guns,All That You Are,28.00,0.50,0.91,0.00,-3.29,0.00,0.06,0.01,0.01,0.19,0.28,126.99,219211.00,4.00,8.00
Snow,Informer,64.00,0.76,0.74,6.00,-10.98,0.00,0.19,0.10,0.01,0.38,0.48,98.15,268910.00,4.00,9.00
Lionel Richie,Easy - Live In Paris,27.00,0.43,0.89,1.00,-4.56,1.00,0.10,0.37,0.01,0.93,0.35,143.86,7.42,4.00,9.00
Aluna,Trouble - Spotify Singles,62.00,0.74,0.62,8.00,-7.97,1.00,0.07,0.05,0.01,0.10,0.72,109.99,170087.00,4.00,9.00
LunchMoney Lewis,Ocean (feat. Meghan Trainor),64.00,0.57,0.31,8.00,-10.55,1.00,0.04,0.81,0.01,0.11,0.28,99.04,216402.00,4.00,9.00
Westlife,To Be Loved,0.00,0.52,0.36,3.00,-8.32,1.00,0.03,0.26,0.01,0.11,0.14,82.05,3.32,4.00,9.00
Pink Sweat$,Heaven,66.00,0.78,0.39,6.00,-8.88,0.00,0.08,0.49,0.01,0.07,0.19,121.92,169749.00,3.00,9.00
Stone Sour,Bother,66.00,0.27,0.28,1.00,-7.63,1.00,0.03,0.39,0.01,0.16,0.14,89.91,240400.00,4.00,10.00
Ehud Banai,◊î◊õ◊†◊ê◊§◊î ◊û◊™◊ï◊ß◊î,23.00,0.50,0.18,7.00,-15.76,1.00,0.03,0.75,0.01,0.09,0.15,129.15,329000.00,4.00,10.00
Life Of Agony,Love to Let You Down,39.00,0.26,0.97,5.00,-3.24,1.00,0.15,0.01,0.01,0.21,0.73,184.34,220173.00,4.00,8.00
J. Cole,m y . l i f e (with 21 Savage & Morray),86.00,0.60,0.59,7.00,-7.03,0.00,0.14,0.06,0.01,0.21,0.08,140.02,218802.00,4.00,9.00
Modern Color,Pale,41.00,0.24,0.73,8.00,-4.92,1.00,0.04,0.01,0.01,0.12,0.37,77.50,190672.00,4.00,10.00
Spiritbox,Constance,58.00,0.34,0.67,6.00,-7.67,0.00,0.05,0.01,0.13,0.21,0.13,112.26,270416.00,4.00,8.00
Natalie Oaks,One of A Kind,27.00,0.72,0.52,8.00,-9.45,0.00,0.09,0.71,0.01,0.12,0.50,82.00,240026.00,4.00,9.00
Quixotic,Highway Violence,34.00,0.62,0.69,9.00,-9.50,0.00,0.07,0.04,0.94,0.10,0.11,125.03,332000.00,4.00,6.00
Crash Kings,Mountain Man,48.00,0.53,0.92,2.00,-5.22,0.00,0.09,0.03,0.01,0.45,0.67,155.11,197093.00,4.00,10.00
Omer Adam,◊ê◊£ ◊ê◊ó◊ì ◊ú◊ê ◊ô◊ï◊©◊ë ◊§◊î,37.00,0.78,0.68,8.00,-5.55,0.00,0.07,0.31,0.01,0.11,0.78,95.04,216027.00,4.00,9.00
CHIKA,SAVE YOU,46.00,0.56,0.52,10.00,-5.98,0.00,0.37,0.48,0.01,0.14,0.59,90.98,129720.00,4.00,5.00
Future Utopia,Children Of The Internet - Ezra Collective Remix,49.00,0.51,0.64,0.00,-5.03,1.00,0.09,0.02,0.07,0.33,0.52,173.63,353347.00,4.00,5.00
Eden Ben Zaken,◊ú◊ñ◊ê◊™ ◊©◊†◊ô◊¶◊ó◊î,34.00,0.50,0.66,7.00,-3.81,0.00,0.04,0.16,0.01,0.26,0.07,149.74,239680.00,4.00,9.00
The Cold Stares,I Was A Fool,42.00,0.57,0.92,7.00,-6.57,1.00,0.07,0.01,0.01,0.23,0.32,121.01,203667.00,4.00,10.00
KALEO,Hot Blood,63.00,0.33,0.90,2.00,-3.17,1.00,0.12,0.01,0.01,0.10,0.40,148.45,218600.00,4.00,10.00
Rosario,Te lo Juro Yo,29.00,0.73,0.40,0.00,-9.23,1.00,0.04,0.40,0.01,0.31,0.43,97.93,185027.00,4.00,9.00
Sigala,Just Got Paid,64.00,0.73,0.92,6.00,-1.83,0.00,0.10,0.03,0.01,0.15,0.59,120.03,218250.00,4.00,9.00
The Apple Pie Motherhood Band,Grandmother Hooker,15.00,0.46,0.79,9.00,-11.88,1.00,0.09,0.26,0.02,0.25,0.59,77.98,180880.00,4.00,2.00
Vishal Mishra,Kaise Hua,65.00,0.37,0.47,2.00,-6.97,1.00,0.04,0.44,0.01,0.11,0.16,137.80,3.91,4.00,3.00
The Jesus and Mary Chain,Just Like Honey,64.00,0.34,0.55,8.00,-10.50,1.00,0.04,0.01,0.62,0.06,0.49,121.36,182493.00,4.00,1.00
Oblivians,Christina,24.00,0.26,1.00,9.00,-3.88,1.00,0.15,0.02,0.73,0.16,0.22,173.72,119027.00,4.00,2.00
BarbWalters,Girl Like You,29.00,0.66,0.82,5.00,-5.05,0.00,0.19,0.53,0.01,0.53,0.80,120.06,201482.00,4.00,6.00
</body>,column-rule-style: groove;,17.00,0.72,0.45,8.00,-15.64,1.00,0.08,0.04,0.77,0.09,0.94,83.02,108540.00,4.00,6.00
Moshe Peretz,◊ú◊ê ◊î◊ë◊†◊™◊ô,32.00,0.73,0.74,1.00,-6.50,0.00,0.04,0.10,0.01,0.32,0.72,104.08,139625.00,4.00,9.00
Temple Of The Dog,Hunger Strike - 25th Anniversary Mix,60.00,0.38,0.74,7.00,-6.52,1.00,0.03,0.03,0.01,0.11,0.31,137.83,246267.00,4.00,10.00
Remi Wolf,Woo!,58.00,0.78,0.46,0.00,-5.09,0.00,0.05,0.21,0.01,0.11,0.74,86.00,196562.00,4.00,6.00
Zé Barreto,luminous,47.00,0.46,0.13,7.00,-13.95,1.00,0.04,0.99,0.93,0.10,0.29,137.15,3.25,3.00,7.00
Taken By Trees,Sweet Child O' Mine,57.00,0.55,0.49,3.00,-10.95,1.00,0.03,0.75,0.34,0.08,0.45,118.12,302880.00,4.00,6.00
Rob Zombie,Two-Lane Blacktop,51.00,0.53,0.98,10.00,-1.41,0.00,0.09,0.01,0.01,0.11,0.63,142.28,182667.00,4.00,8.00
Nightwish,Noise,59.00,0.50,0.85,2.00,-7.76,1.00,0.05,0.01,0.01,0.12,0.43,76.98,340281.00,4.00,8.00
Simple Minds,Theme For Great Cities,50.00,0.54,0.81,8.00,-13.41,1.00,0.04,0.06,0.89,0.12,0.68,122.41,351867.00,4.00,1.00
Hungr√≠a,Queso,27.00,0.53,0.69,4.00,-6.32,0.00,0.11,0.07,0.13,0.10,0.51,109.10,337007.00,5.00,10.00
Cat Power,Woman - Single Version,46.00,0.56,0.40,0.00,-9.50,1.00,0.04,0.76,0.02,0.23,0.37,109.10,245628.00,4.00,6.00
The Roving,"Bonny Light Horseman, Eric D. Johnson, Josh Kaufman, Anaïs Mitchell",43.00,0.54,0.45,5.00,-7.34,1.00,0.03,0.58,0.02,0.11,0.57,137.90,4.35,4.00,11.00
Shingai,Too Bold - Diamond Remix (Radio Edit),27.00,0.50,0.47,3.00,-9.20,1.00,0.04,0.14,0.01,0.12,0.14,112.52,211000.00,3.00,2.00
Jazmine Sullivan,Price Tags (feat. Anderson .Paak) - kryptogram Remix,58.00,0.81,0.88,6.00,-6.50,1.00,0.06,0.02,0.01,0.37,0.84,118.98,221875.00,4.00,6.00
Britney Spears,Hold On Tight,34.00,0.52,0.51,5.00,-6.17,1.00,0.03,0.06,0.01,0.10,0.13,127.96,3.45,4.00,9.00
The Virginmarys,Motherless Land,30.00,0.57,0.99,7.00,-3.30,1.00,0.07,0.02,0.01,0.42,0.49,133.97,203093.00,4.00,10.00
Andrew McMahon in the Wilderness,Fire Escape,53.00,0.58,0.86,4.00,-4.39,1.00,0.06,0.05,0.01,0.26,0.42,106.00,204840.00,4.00,10.00
Muse,Time is Running Out,68.00,0.59,0.84,9.00,-5.88,0.00,0.06,0.01,0.01,0.09,0.43,118.21,237040.00,4.00,1.00
Floyd Jones,Dark Road,32.00,0.61,0.52,7.00,-13.00,1.00,0.04,0.89,0.01,0.08,0.61,69.19,217120.00,4.00,2.00
Oracle FM,Petra Retrograde,16.00,0.61,0.83,6.00,-5.14,0.00,0.23,0.14,0.20,0.11,0.66,149.93,256000.00,5.00,6.00
blessthefall,Hollow Bodies,55.00,0.33,0.97,8.00,-2.54,1.00,0.13,0.01,0.53,0.45,0.15,153.82,257867.00,4.00,8.00
Miles Davis Quintet,Blues By Five - Rudy Van Gelder Remaster,33.00,0.47,0.57,0.00,-9.16,0.00,0.09,0.74,0.01,0.22,0.63,177.28,592507.00,4.00,2.00
Parquet Courts,Human Performance,47.00,0.46,0.75,6.00,-3.88,0.00,0.03,0.20,0.49,0.29,0.52,109.83,255880.00,4.00,10.00
Diabel Cissokho,Mansana Blues,8.00,0.50,0.65,4.00,-8.31,0.00,0.13,0.33,0.01,0.06,0.45,175.05,408760.00,3.00,2.00
Mogwai,Donuts,32.00,0.25,0.46,6.00,-10.01,0.00,0.04,0.03,0.74,0.11,0.04,127.62,383920.00,4.00,10.00
Ritt Momney,Set The Table (feat. Claud),57.00,0.55,0.79,0.00,-3.81,1.00,0.03,0.24,0.01,0.12,0.24,137.48,195351.00,4.00,6.00
Florida Georgia Line,Always Gonna Love You,72.00,0.54,0.72,6.00,-4.89,1.00,0.05,0.17,0.01,0.11,0.43,143.03,2.95,4.00,4.00
Tampa Red,You Missed A Good Man,18.00,0.75,0.22,8.00,-15.90,1.00,0.04,0.99,0.05,0.12,0.74,88.05,214227.00,4.00,2.00
Two Fingers,Seesayer,43.00,0.50,0.75,0.00,-5.79,1.00,0.04,0.01,0.79,0.13,0.17,173.10,207627.00,4.00,10.00
zebrahead,Falling Apart,56.00,0.54,0.99,1.00,-3.12,1.00,0.15,0.01,0.01,0.42,0.20,111.98,189467.00,4.00,10.00
Iron Maiden,Bring Your Daughter... to the Slaughter - 2015 Remaster,49.00,0.28,0.92,9.00,-4.68,1.00,0.07,0.03,0.01,0.16,0.53,146.65,283693.00,4.00,8.00
SoFaygo,Knock Knock,80.00,0.67,0.63,1.00,-6.03,0.00,0.07,0.05,0.01,0.35,0.68,125.94,139729.00,4.00,5.00
Langhorne Slim,Life Is Confusing,45.00,0.37,0.22,1.00,-11.41,1.00,0.03,0.96,0.01,0.07,0.50,129.03,171413.00,4.00,9.00
Jungle,Keep Moving - The Blessed Madonna remix / Edit,54.00,0.71,0.74,10.00,-5.50,0.00,0.05,0.01,0.54,0.24,0.50,126.00,257263.00,4.00,1.00
Boston,Peace of Mind,0.00,0.42,0.68,4.00,-6.18,1.00,0.03,0.01,0.01,0.21,0.68,127.67,5.06,4.00,10.00
Chad Tepper,Enough,46.00,0.58,0.79,2.00,-6.87,1.00,0.07,0.01,0.01,0.07,0.58,161.93,201852.00,4.00,9.00
Digga D,Gun Man Sound,53.00,0.82,0.68,0.00,-6.00,1.00,0.39,0.76,0.01,0.28,0.59,143.75,135224.00,4.00,5.00
Land of Talk,A/B Futures,31.00,0.36,0.68,1.00,-8.92,0.00,0.04,0.01,0.41,0.10,0.37,148.05,219606.00,4.00,6.00
Abyss Walker,Parasite,29.00,0.29,0.96,9.00,-4.67,0.00,0.14,0.01,0.01,0.35,0.12,104.98,231643.00,4.00,8.00
Scoredatura,Kanangra,26.00,0.47,0.82,7.00,-5.97,1.00,0.08,0.01,0.79,0.06,0.34,142.10,442500.00,4.00,8.00
Lone Survivors,Lost in my Mind,27.00,0.32,0.90,0.00,-5.41,1.00,0.10,0.01,0.34,0.36,0.67,122.99,268973.00,4.00,8.00
Alina Pash,HATE,30.00,0.67,0.70,8.00,-7.66,1.00,0.11,0.20,0.32,0.10,0.34,139.85,212570.00,4.00,6.00
Pixies,Debaser,64.00,0.49,0.91,5.00,-9.15,0.00,0.05,0.01,0.71,0.07,0.54,135.76,171747.00,4.00,10.00
Gus Dapperton,Medicine,56.00,0.60,0.40,4.00,-4.75,1.00,0.03,0.11,0.01,0.24,0.21,129.94,240782.00,4.00,9.00
Sweet,Ballroom Blitz,57.00,0.63,0.88,6.00,-6.60,0.00,0.08,0.02,0.01,0.05,0.88,108.43,240629.00,4.00,10.00
SLANDER,Love Is Gone - Acoustic,83.00,0.54,0.15,6.00,-10.65,1.00,0.03,0.88,0.01,0.16,0.36,139.64,176972.00,4.00,9.00
"Andrew Lloyd Webber, Jian Wang, Göran Söllscher",Cats: Memory,0.00,0.25,0.02,7.00,-27.38,1.00,0.05,0.99,0.94,0.10,0.14,94.88,4.01,4.00,7.00
Emperor,Ye Entrancemperium,38.00,0.14,0.94,0.00,-4.22,1.00,0.07,0.01,0.88,0.43,0.04,139.19,314907.00,5.00,8.00
Andre Williams,Bacon Fat,14.00,0.47,0.42,0.00,-9.74,1.00,0.25,0.83,0.01,0.13,0.73,200.90,183133.00,4.00,2.00
Arrested Youth,98 Degrees,58.00,0.68,0.80,6.00,-3.89,1.00,0.04,0.09,0.01,0.19,0.64,80.98,167127.00,4.00,10.00
Meg Stiles,Salt of the earth,47.00,0.47,0.05,7.00,-19.25,1.00,0.11,0.99,0.94,0.11,0.34,87.55,3.04,3.00,7.00
Not My God,Fiction,36.00,0.53,0.38,2.00,-12.88,1.00,0.04,0.02,0.89,0.32,0.07,98.42,236375.00,4.00,8.00
Tinie Tempah,Wifey,48.00,0.72,0.67,8.00,-3.92,0.00,0.19,0.59,0.01,0.20,0.66,142.23,195134.00,4.00,5.00
Gorillaz,Feel Good Inc.,82.00,0.82,0.71,6.00,-6.68,1.00,0.18,0.01,0.01,0.61,0.77,138.56,222640.00,4.00,1.00
Caspr,Coke Nose,3.00,0.67,0.65,1.00,-5.99,0.00,0.05,0.01,0.01,0.14,0.42,155.01,164118.00,4.00,9.00
Billy Price,Going to the Shack,9.00,0.77,0.70,8.00,-5.30,1.00,0.06,0.48,0.01,0.20,0.88,110.96,255693.00,4.00,2.00
JAY-Z,Numb / Encore,76.00,0.69,0.79,2.00,-4.25,1.00,0.17,0.06,0.01,0.58,0.75,107.05,205733.00,4.00,10.00
"A.R. Rahman, Jonita Gandhi, Hriday Gattani",Main Tumhara,62.00,0.24,0.14,7.00,-13.48,1.00,0.03,0.92,0.01,0.09,0.12,76.81,4.31,4.00,3.00
Piglet,"Little Bubble, Where You Going?",33.00,0.53,0.83,7.00,-6.69,1.00,0.04,0.24,0.90,0.18,0.34,132.03,297000.00,4.00,10.00
Rapsody,Power,39.00,0.44,0.85,4.00,-5.51,0.00,0.49,0.01,0.01,0.18,0.60,81.31,334787.00,4.00,5.00
John Mayer,I Guess I Just Feel Like,71.00,0.56,0.53,4.00,-8.03,1.00,0.03,0.61,0.10,0.12,0.16,159.80,285480.00,4.00,9.00
Blur,Out of Time,51.00,0.53,0.46,0.00,-8.60,1.00,0.03,0.04,0.01,0.36,0.32,138.68,233373.00,4.00,6.00
AC/DC,Let There Be Rock,63.00,0.33,0.73,11.00,-5.81,0.00,0.12,0.01,0.61,0.08,0.42,182.36,366347.00,4.00,10.00
Or Edry,◊ú◊ë ◊¶◊®,24.00,0.52,0.52,0.00,-9.74,1.00,0.03,0.05,0.01,0.16,0.25,130.06,243136.00,4.00,6.00
Dan Croll,On Top,43.00,0.68,0.46,9.00,-8.86,1.00,0.09,0.40,0.06,0.11,0.52,154.21,208391.00,4.00,6.00
Ween,Ocean Man - Live,22.00,0.72,0.84,7.00,-6.22,1.00,0.03,0.54,0.07,0.82,0.96,122.24,162960.00,4.00,10.00
Body Count,Bum-Rush,44.00,0.51,0.97,8.00,-1.72,1.00,0.10,0.01,0.01,0.31,0.35,141.34,203560.00,4.00,8.00
Brand X,Red,25.00,0.37,0.58,11.00,-10.34,1.00,0.03,0.01,0.90,0.10,0.14,96.21,362067.00,4.00,10.00
ERRA,Gungrave,58.00,0.48,0.97,6.00,-2.68,0.00,0.07,0.01,0.01,0.21,0.35,100.01,240525.00,4.00,8.00
Gary Clark Jr.,Low Down Rolling Stone,57.00,0.34,0.81,0.00,-2.97,0.00,0.03,0.01,0.01,0.32,0.32,145.88,258200.00,4.00,2.00
Kevin Gates,Big Gangsta,80.00,0.88,0.57,10.00,-5.60,0.00,0.39,0.52,0.01,0.14,0.35,144.91,243463.00,4.00,5.00
Ricky Warwick,When Life Was Hard & Fast,30.00,0.46,0.97,5.00,-5.92,0.00,0.07,0.01,0.16,0.39,0.42,144.95,248320.00,4.00,10.00
Florida Georgia Line,H.O.L.Y. - Acoustic,53.00,0.54,0.40,10.00,-6.53,1.00,0.03,0.75,0.01,0.10,0.56,78.06,193467.00,4.00,9.00
my bloody valentine,only shallow,59.00,0.14,0.64,0.00,-10.44,1.00,0.04,0.01,0.84,0.11,0.35,170.21,256573.00,4.00,1.00
The Goon Sax,In the Stone,35.00,0.65,0.80,11.00,-5.59,0.00,0.03,0.14,0.01,0.27,0.79,111.94,247051.00,4.00,1.00
Blondie,Call Me,70.00,0.56,0.83,2.00,-6.71,0.00,0.03,0.01,0.01,0.09,0.74,142.67,212600.00,4.00,10.00
Digable Planets,Where I'm From,60.00,0.88,0.42,0.00,-18.25,0.00,0.28,0.19,0.01,0.07,0.71,98.30,275342.00,4.00,5.00
Jim Jones,Three Cuts (feat. Maino),36.00,0.42,0.84,0.00,-4.23,1.00,0.36,0.07,0.01,0.10,0.39,176.94,155455.00,4.00,5.00
Diddy,Diddy (feat. The Neptunes),47.00,0.80,0.85,6.00,-1.79,0.00,0.24,0.38,0.01,0.06,0.96,100.18,234773.00,4.00,5.00
FRDZ,Ausente,20.00,0.38,0.40,4.00,-10.33,1.00,0.04,0.03,0.92,0.19,0.49,70.21,141307.00,4.00,10.00
Queensr√øche,Man the Machine,34.00,0.43,0.94,2.00,-4.48,1.00,0.07,0.01,0.03,0.22,0.26,96.01,230613.00,4.00,8.00
Visions of Atlantis,A Journey to Remember,12.00,0.42,0.92,10.00,-7.25,0.00,0.07,0.01,0.01,0.06,0.27,200.00,246109.00,4.00,8.00
zebrahead,Anthem,52.00,0.38,0.99,0.00,-3.86,1.00,0.26,0.01,0.01,0.53,0.41,193.04,213133.00,4.00,10.00
Snow Tha Product,Never Be Me,58.00,0.84,0.60,11.00,-8.32,0.00,0.14,0.26,0.01,0.10,0.49,150.05,144244.00,4.00,5.00
Dirty Heads,Earthquake Weather,55.00,0.76,0.73,9.00,-7.83,1.00,0.07,0.13,0.01,0.33,0.65,104.97,205733.00,4.00,10.00
Gravemind,Lifelike,37.00,0.21,0.99,1.00,-1.99,1.00,0.30,0.01,0.04,0.06,0.22,96.96,240202.00,4.00,8.00
LUWTEN,Standstill,41.00,0.75,0.34,1.00,-12.20,1.00,0.06,0.82,0.01,0.09,0.35,128.00,256040.00,4.00,6.00
Tides From Nebula,Dopamine,44.00,0.48,0.83,1.00,-6.83,1.00,0.04,0.01,0.83,0.19,0.03,102.03,289289.00,4.00,8.00
Kavita Krishnamurthy,Main Cheez Badi Hoon (With Jhankar Beats),20.00,0.62,0.86,10.00,-10.80,0.00,0.09,0.19,0.01,0.07,0.84,165.48,6.00,4.00,3.00
Buffalo Killers,Get It,36.00,0.49,0.77,9.00,-6.29,1.00,0.03,0.07,0.02,0.19,0.63,150.08,190586.00,4.00,8.00
Aviv Geffen,◊¢◊ï◊ú◊ù ◊ó◊ì◊©,14.00,0.24,0.72,7.00,-5.85,1.00,0.04,0.01,0.01,0.34,0.16,72.25,189093.00,4.00,10.00
Geeta Dutt,Piya Aiso Jiya Men Samaya Gayo,18.00,0.53,0.51,4.00,-4.94,1.00,0.05,0.87,0.01,0.27,0.71,65.81,4.26,3.00,3.00
Jacques Greene,Promise,43.00,0.57,0.47,8.00,-8.96,0.00,0.05,0.79,0.91,0.22,0.08,155.01,209806.00,4.00,1.00
J Hus,Play Play (feat. Burna Boy),65.00,0.76,0.70,0.00,-4.82,1.00,0.31,0.28,0.01,0.11,0.74,90.01,205640.00,4.00,9.00
Bambounou,Up a While,29.00,0.70,0.76,2.00,-10.81,1.00,0.07,0.01,0.10,0.10,0.40,127.01,215330.00,4.00,1.00
Ry Cooder,Available Space,36.00,0.57,0.43,7.00,-14.17,1.00,0.04,0.64,0.63,0.23,0.69,147.39,134067.00,4.00,2.00
Chevron,Stay,17.00,0.77,0.82,6.00,-5.33,0.00,0.43,0.01,0.55,0.08,0.84,122.02,179016.00,4.00,6.00
Mbosso,Baikoko,42.00,0.78,0.89,5.00,-4.40,0.00,0.31,0.51,0.01,0.13,0.87,102.07,211912.00,4.00,9.00
Oscar Peterson Trio,Things Ain't What They Used To Be,37.00,0.56,0.06,1.00,-24.25,1.00,0.05,0.91,0.58,0.09,0.29,78.85,276133.00,4.00,2.00
SOJA,Beacon Of Light,38.00,0.61,0.75,10.00,-4.04,0.00,0.16,0.09,0.01,0.57,0.74,158.04,200956.00,4.00,10.00
DIAMANTE,Iris,59.00,0.38,0.65,4.00,-5.71,1.00,0.03,0.01,0.01,0.33,0.15,154.77,224860.00,3.00,10.00
"Monsieur de Sainte-Colombe, Philippe Pierlot, Lucile Boulanger",Concert XLI: Le Retour,25.00,0.13,0.06,0.00,-23.62,1.00,0.05,0.85,0.89,0.10,0.23,70.02,6.55,4.00,7.00
Buddy Guy,Stone Crazy,49.00,0.45,0.56,2.00,-7.49,1.00,0.13,0.82,0.01,0.23,0.52,169.87,429400.00,3.00,2.00
Jack White,Sixteen Saltines,55.00,0.60,0.87,11.00,-7.88,0.00,0.09,0.01,0.01,0.08,0.68,131.53,155720.00,4.00,10.00
Prospective,Deadman,0.00,0.44,0.99,1.00,-4.83,1.00,0.15,0.01,0.05,0.35,0.16,100.01,204002.00,4.00,10.00
